height,weight,label
125,45,fat
142,49,normal
145,73,fat
193,41,thin
181,52,thin
167,35,thin
173,39,thin
179,42,thin
126,61,fat
167,69,normal
178,75,normal
197,76,normal
144,58,fat
192,77,normal
142,40,normal
124,76,fat
196,58,thin
171,60,normal
153,51,normal
180,71,normal
156,36,thin
193,37,thin
154,62,fat
163,50,normal
187,79,normal
162,41,thin
177,40,thin
133,67,fat
150,71,fat
192,49,thin
144,63,fat
148,37,thin
161,40,thin
198,46,thin
174,54,thin
195,51,thin
172,58,normal
140,58,fat
121,74,fat
153,38,thin
199,48,thin
152,77,fat
133,76,fat
177,36,thin
164,76,fat
160,43,thin
165,47,thin
197,61,thin
190,57,thin
152,44,normal
163,53,normal
136,72,fat
159,79,fat
128,68,fat
134,42,normal
129,45,fat
190,43,thin
176,66,normal
157,40,thin
141,71,fat
127,63,fat
163,35,thin
173,49,thin
141,56,fat
185,47,thin
172,51,thin
164,63,normal
150,64,fat
176,76,normal
163,71,fat
139,59,fat
182,57,thin
152,35,thin
165,75,fat
174,60,normal
153,49,normal
131,36,normal
128,51,fat
174,55,thin
158,52,normal
130,70,fat
196,53,thin
173,54,thin
178,68,normal
155,63,fat
149,42,normal
162,65,normal
128,40,normal
142,71,fat
123,59,fat
154,49,normal
134,39,normal
176,51,thin
157,79,fat
128,37,normal
132,46,fat
191,61,thin
171,71,normal
198,72,thin
130,73,fat
156,50,normal
167,75,fat
138,55,fat
161,45,thin
128,76,fat
193,63,thin
163,39,thin
184,51,thin
145,70,fat
184,51,thin
124,75,fat
183,35,thin
128,79,fat
138,61,fat
196,49,thin
140,47,normal
138,68,fat
156,48,normal
124,69,fat
177,38,thin
181,79,normal
154,75,fat
125,53,fat
159,73,fat
131,43,normal
139,39,normal
156,37,thin
198,58,thin
130,60,fat
139,63,fat
151,35,thin
130,43,normal
138,78,fat
182,69,normal
192,67,thin
130,39,normal
185,46,thin
147,39,thin
192,73,normal
169,79,fat
120,70,fat
177,62,normal
154,42,thin
129,43,fat
172,36,thin
144,68,fat
127,40,normal
174,68,normal
120,70,fat
120,76,fat
171,43,thin
169,39,thin
139,80,fat
128,56,fat
186,37,thin
122,52,fat
166,77,fat
164,38,thin
197,42,thin
177,74,normal
166,35,thin
120,76,fat
195,48,thin
163,72,fat
158,65,fat
129,74,fat
136,64,fat
182,76,normal
139,65,fat
149,43,normal
136,61,fat
190,71,normal
139,51,fat
125,47,fat
179,55,thin
188,53,thin
172,42,thin
171,63,normal
169,72,normal
183,52,thin
189,73,normal
163,46,thin
139,56,fat
169,43,thin
189,63,thin
145,40,normal
164,59,normal
156,72,fat
130,62,fat
142,38,normal
187,58,thin
153,60,fat
196,67,thin
121,35,normal
127,61,fat
153,58,normal
150,66,fat
136,45,normal
166,58,normal
142,65,fat
160,37,thin
179,75,normal
128,60,fat
158,77,fat
140,63,fat
199,39,thin
169,54,normal
192,67,thin
176,61,normal
172,76,fat
191,48,thin
143,50,normal
165,49,thin
155,47,normal
142,55,fat
168,36,thin
140,42,normal
153,50,normal
150,61,fat
152,66,fat
143,38,normal
132,41,normal
145,49,normal
126,57,fat
184,59,thin
143,52,normal
123,52,fat
165,72,fat
141,80,fat
132,69,fat
185,66,normal
153,62,fat
133,46,fat
150,63,fat
135,65,fat
120,72,fat
139,38,normal
137,57,fat
188,68,normal
146,39,thin
158,37,thin
163,35,thin
128,52,fat
194,55,thin
123,67,fat
192,77,normal
146,79,fat
125,56,fat
120,38,fat
133,77,fat
122,70,fat
178,72,normal
196,70,thin
184,74,normal
155,61,normal
153,77,fat
193,43,thin
157,46,normal
144,73,fat
159,63,normal
150,52,normal
167,71,normal
170,77,fat
183,52,thin
121,35,normal
160,73,fat
183,62,normal
153,54,normal
133,58,fat
155,37,thin
169,37,thin
181,80,normal
176,69,normal
121,65,fat
143,52,normal
171,67,normal
143,69,fat
126,73,fat
171,49,thin
176,48,thin
153,56,normal
145,40,normal
157,78,fat
167,67,normal
165,51,normal
166,52,normal
142,48,normal
180,71,normal
200,68,thin
162,41,thin
123,45,fat
164,58,normal
187,37,thin
182,74,normal
180,72,normal
144,61,fat
186,46,thin
140,50,fat
191,59,thin
141,61,fat
143,47,normal
137,71,fat
180,40,thin
195,80,normal
190,41,thin
145,51,normal
144,69,fat
162,60,normal
144,74,fat
189,61,thin
129,37,normal
200,56,thin
188,57,thin
166,66,normal
147,80,fat
132,54,fat
183,55,thin
147,80,fat
187,66,normal
192,53,thin
192,43,thin
125,54,fat
147,76,fat
148,59,fat
152,43,normal
133,41,normal
126,70,fat
181,63,normal
140,70,fat
159,38,thin
124,75,fat
139,43,normal
137,40,normal
137,72,fat
176,75,normal
154,46,normal
150,38,thin
182,57,thin
143,51,normal
198,61,thin
126,68,fat
142,53,fat
136,45,normal
143,55,fat
142,44,normal
199,54,thin
143,76,fat
168,57,normal
171,39,thin
167,50,thin
147,35,thin
147,70,fat
127,68,fat
149,50,normal
176,38,thin
167,61,normal
121,60,fat
145,56,fat
154,59,normal
122,66,fat
148,52,normal
129,58,fat
121,37,normal
133,65,fat
171,68,normal
120,41,fat
152,37,thin
162,55,normal
183,39,thin
156,52,normal
125,53,fat
131,53,fat
145,40,normal
178,75,normal
170,52,thin
197,67,thin
159,77,fat
140,59,fat
165,68,normal
127,51,fat
143,50,normal
146,46,normal
140,79,fat
141,52,fat
200,53,thin
175,45,thin
164,56,normal
173,69,normal
134,64,fat
150,63,fat
127,38,normal
131,71,fat
166,79,fat
164,76,fat
164,48,thin
126,47,fat
180,61,normal
168,61,normal
185,38,thin
136,40,normal
154,35,thin
142,43,normal
182,60,thin
183,38,thin
130,78,fat
140,44,normal
186,41,thin
191,67,thin
142,36,thin
195,41,thin
126,37,normal
174,72,normal
168,61,normal
195,70,thin
179,38,thin
150,80,fat
152,46,normal
189,59,thin
132,74,fat
143,57,fat
151,60,fat
186,73,normal
120,48,fat
124,80,fat
130,70,fat
149,73,fat
173,65,normal
150,68,fat
121,62,fat
159,75,fat
128,71,fat
136,80,fat
179,80,normal
190,48,thin
138,59,fat
161,54,normal
150,77,fat
184,70,normal
148,77,fat
167,60,normal
157,53,normal
183,38,thin
136,67,fat
130,76,fat
158,66,fat
166,49,thin
185,49,thin
194,40,thin
158,35,thin
145,58,fat
162,36,thin
172,72,normal
164,67,normal
152,54,normal
120,79,fat
186,44,thin
188,76,normal
191,53,thin
193,74,normal
169,40,thin
120,54,fat
187,45,thin
148,38,thin
149,74,fat
197,54,thin
126,55,fat
191,66,thin
154,62,fat
182,40,thin
141,42,normal
178,67,normal
124,65,fat
162,43,thin
152,67,fat
178,61,normal
180,58,thin
131,37,normal
199,71,thin
167,56,normal
182,77,normal
131,38,normal
197,40,thin
157,46,normal
133,54,fat
142,55,fat
153,60,fat
162,62,normal
176,55,thin
187,37,thin
182,69,normal
169,58,normal
177,55,thin
174,75,normal
164,55,normal
198,58,thin
136,70,fat
160,77,fat
163,45,thin
165,74,fat
123,50,fat
196,77,normal
153,44,normal
181,62,normal
197,40,thin
132,40,normal
163,60,normal
122,61,fat
126,47,fat
124,51,fat
188,69,normal
129,68,fat
120,55,fat
193,47,thin
174,79,fat
181,77,normal
122,45,fat
194,76,normal
195,54,thin
133,65,fat
163,52,normal
165,42,thin
184,76,normal
190,78,normal
132,52,fat
182,66,normal
185,75,normal
182,36,thin
158,78,fat
162,47,thin
125,71,fat
148,49,normal
124,45,fat
141,79,fat
150,43,normal
121,42,fat
172,64,normal
136,54,fat
198,76,normal
137,63,fat
160,60,normal
126,72,fat
194,49,thin
127,41,normal
152,41,thin
152,58,normal
188,69,normal
197,60,thin
166,65,normal
135,53,fat
188,76,normal
159,38,thin
172,36,thin
185,58,thin
162,65,normal
184,52,thin
140,44,normal
200,48,thin
141,44,normal
173,58,normal
124,44,fat
162,59,normal
127,80,fat
165,55,normal
190,59,thin
146,36,thin
173,64,normal
199,39,thin
194,65,thin
179,41,thin
166,59,normal
153,36,thin
128,37,normal
175,78,normal
148,61,fat
171,55,normal
131,75,fat
128,62,fat
125,48,fat
175,62,normal
199,76,normal
149,73,fat
128,53,fat
150,37,thin
124,43,fat
120,44,fat
123,38,normal
173,50,thin
197,36,thin
128,54,fat
123,75,fat
169,67,normal
157,59,normal
131,49,fat
142,55,fat
181,45,thin
123,80,fat
149,35,thin
177,67,normal
185,61,thin
148,44,normal
171,73,normal
140,56,fat
150,38,thin
167,46,thin
175,45,thin
173,62,normal
163,47,thin
167,35,thin
165,49,thin
189,40,thin
123,42,fat
187,43,thin
124,60,fat
121,72,fat
171,73,normal
197,57,thin
167,48,thin
128,42,fat
176,61,normal
165,50,thin
127,77,fat
196,42,thin
139,64,fat
191,50,thin
192,68,thin
140,36,thin
192,52,thin
144,78,fat
199,64,thin
158,72,fat
183,46,thin
132,47,fat
146,47,normal
130,40,normal
139,50,fat
138,53,fat
151,76,fat
151,37,thin
149,72,fat
123,36,normal
159,44,thin
162,79,fat
188,42,thin
131,76,fat
156,62,normal
184,48,thin
165,58,normal
180,60,normal
180,59,thin
120,41,fat
164,44,thin
155,77,fat
180,46,thin
138,73,fat
133,73,fat
165,51,normal
168,57,normal
196,46,thin
175,76,normal
144,43,normal
193,53,thin
156,53,normal
188,45,thin
127,71,fat
128,40,normal
148,46,normal
155,38,thin
182,39,thin
182,77,normal
151,61,fat
198,73,normal
157,60,normal
139,58,fat
124,35,normal
139,43,normal
169,60,normal
157,72,fat
161,77,fat
145,39,normal
128,51,fat
176,38,thin
156,65,fat
172,36,thin
158,49,normal
130,44,fat
162,37,thin
159,54,normal
136,69,fat
185,57,thin
192,55,thin
121,37,normal
183,56,thin
189,47,thin
150,35,thin
120,75,fat
141,79,fat
191,56,thin
133,61,fat
187,63,thin
154,48,normal
146,76,fat
181,57,thin
193,70,normal
144,52,normal
121,43,fat
186,74,normal
132,54,fat
175,42,thin
193,41,thin
163,41,thin
140,50,fat
130,65,fat
156,71,fat
172,57,normal
199,72,thin
126,73,fat
177,61,normal
124,72,fat
167,50,thin
159,76,fat
192,46,thin
124,46,fat
149,44,normal
171,40,thin
198,75,normal
122,38,fat
146,57,fat
144,35,thin
165,59,normal
187,71,normal
155,43,thin
169,39,thin
154,65,fat
142,52,fat
134,39,normal
123,62,fat
155,51,normal
123,76,fat
157,50,normal
190,65,thin
181,71,normal
128,66,fat
178,36,thin
185,58,thin
132,59,fat
195,68,thin
144,62,fat
164,66,normal
167,70,normal
150,56,normal
161,60,normal
149,36,thin
140,37,normal
136,68,fat
186,78,normal
175,69,normal
138,39,normal
162,41,thin
121,71,fat
135,58,fat
170,40,thin
189,76,normal
186,80,normal
120,41,fat
167,45,thin
162,43,thin
165,65,normal
123,52,fat
173,38,thin
182,50,thin
168,70,normal
158,57,normal
171,57,normal
137,49,fat
170,49,thin
183,72,normal
159,79,fat
178,39,thin
145,45,normal
196,57,thin
126,67,fat
199,57,thin
174,54,thin
130,45,fat
174,42,thin
198,69,thin
127,80,fat
162,45,thin
132,50,fat
162,35,thin
194,49,thin
166,73,fat
163,53,normal
198,70,thin
129,57,fat
159,74,fat
123,45,fat
182,57,thin
165,43,thin
167,53,normal
159,75,fat
185,43,thin
189,72,normal
143,45,normal
126,69,fat
191,35,thin
123,45,fat
156,71,fat
191,67,thin
173,64,normal
157,45,thin
156,56,normal
174,64,normal
131,78,fat
164,75,fat
199,59,thin
167,54,normal
177,45,thin
131,73,fat
140,54,fat
120,43,fat
143,61,fat
135,79,fat
151,61,fat
137,69,fat
144,79,fat
143,55,fat
138,62,fat
138,60,fat
152,77,fat
184,36,thin
171,40,thin
182,43,thin
185,51,thin
191,52,thin
150,36,thin
122,76,fat
199,50,thin
177,79,normal
165,47,thin
135,69,fat
131,44,fat
132,61,fat
191,50,thin
175,51,thin
121,60,fat
200,42,thin
159,37,thin
198,68,thin
144,47,normal
176,53,thin
155,57,normal
197,68,thin
155,73,fat
152,51,normal
141,58,fat
146,43,normal
134,48,fat
198,38,thin
151,50,normal
160,54,normal
199,64,thin
144,35,thin
126,67,fat
173,71,normal
164,47,thin
135,45,normal
154,73,fat
179,53,thin
142,60,fat
169,74,fat
132,43,normal
167,67,normal
197,60,thin
168,37,thin
171,36,thin
154,56,normal
121,78,fat
133,54,fat
121,66,fat
135,52,fat
130,71,fat
174,50,thin
169,39,thin
199,80,normal
192,51,thin
194,53,thin
142,60,fat
137,73,fat
144,64,fat
146,55,fat
190,49,thin
153,63,fat
178,71,normal
196,76,normal
121,75,fat
159,70,fat
132,72,fat
169,79,fat
139,57,fat
132,65,fat
187,49,thin
164,57,normal
157,44,thin
159,74,fat
139,65,fat
169,40,thin
195,48,thin
200,43,thin
152,59,fat
146,75,fat
174,57,normal
183,57,thin
151,80,fat
165,71,fat
176,69,normal
144,49,normal
153,56,normal
148,61,fat
167,79,fat
142,56,fat
188,76,normal
179,41,thin
159,68,fat
153,76,fat
186,48,thin
195,41,thin
124,36,normal
178,74,normal
137,55,fat
152,48,normal
123,66,fat
155,79,fat
174,46,thin
149,36,thin
200,69,thin
146,36,thin
145,59,fat
159,54,normal
187,54,thin
198,72,thin
192,65,thin
145,52,normal
195,64,thin
133,56,fat
175,37,thin
128,38,normal
139,50,fat
155,57,normal
135,35,normal
125,78,fat
131,54,fat
185,41,thin
187,53,thin
134,52,fat
131,42,normal
164,76,fat
196,54,thin
150,72,fat
190,51,thin
186,48,thin
122,51,fat
195,40,thin
179,57,thin
150,49,normal
175,56,thin
165,78,fat
144,54,fat
195,80,normal
147,73,fat
196,53,thin
166,78,fat
189,41,thin
155,65,fat
122,57,fat
193,62,thin
171,68,normal
178,41,thin
177,42,thin
151,45,normal
139,44,normal
139,43,normal
179,35,thin
181,50,thin
188,48,thin
125,50,fat
123,38,normal
173,54,thin
140,79,fat
152,75,fat
157,54,normal
197,76,normal
142,80,fat
141,71,fat
175,71,normal
139,59,fat
144,46,normal
135,63,fat
125,76,fat
156,79,fat
188,36,thin
184,47,thin
193,72,normal
122,80,fat
138,79,fat
190,62,thin
124,38,normal
173,55,thin
153,49,normal
196,62,thin
135,40,normal
168,62,normal
161,72,fat
190,71,normal
137,55,fat
189,45,thin
122,38,fat
143,47,normal
193,75,normal
187,70,normal
175,50,thin
196,40,thin
177,78,normal
158,80,fat
190,72,normal
157,40,thin
185,60,thin
121,75,fat
164,71,fat
149,75,fat
143,40,normal
162,69,fat
159,45,thin
124,70,fat
198,71,thin
170,38,thin
193,58,thin
149,52,normal
157,49,normal
167,36,thin
181,38,thin
167,69,normal
132,75,fat
150,69,fat
121,53,fat
178,40,thin
200,76,normal
167,53,normal
162,66,normal
120,53,fat
122,77,fat
128,69,fat
130,38,normal
191,40,thin
163,59,normal
139,75,fat
139,37,normal
131,77,fat
148,67,fat
154,68,fat
133,51,fat
169,45,thin
175,70,normal
155,51,normal
155,68,fat
183,66,normal
142,43,normal
153,37,thin
175,61,normal
127,80,fat
197,35,thin
147,53,normal
163,52,normal
158,39,thin
124,66,fat
182,72,normal
169,72,normal
200,56,thin
189,60,thin
176,79,fat
124,62,fat
175,53,thin
168,49,thin
147,73,fat
129,65,fat
157,63,fat
193,65,thin
163,70,fat
170,70,normal
141,50,normal
194,66,thin
152,40,thin
177,74,normal
170,46,thin
147,43,normal
141,38,normal
193,76,normal
162,61,normal
179,68,normal
172,63,normal
177,45,thin
190,58,thin
140,56,fat
149,59,fat
189,48,thin
149,75,fat
121,73,fat
186,47,thin
146,40,normal
142,79,fat
196,41,thin
160,55,normal
128,69,fat
129,44,fat
126,36,normal
191,39,thin
149,68,fat
198,67,thin
128,35,normal
198,70,thin
157,49,normal
184,35,thin
150,49,normal
130,68,fat
161,44,thin
144,62,fat
150,58,fat
168,65,normal
168,47,thin
128,54,fat
160,69,fat
149,49,normal
144,78,fat
159,79,fat
148,50,normal
196,41,thin
183,78,normal
121,49,fat
184,64,normal
179,58,thin
124,58,fat
150,71,fat
187,64,thin
176,68,normal
122,43,fat
165,59,normal
167,57,normal
198,70,thin
123,49,fat
154,58,normal
132,62,fat
140,46,normal
166,42,thin
195,47,thin
184,45,thin
195,73,normal
141,76,fat
193,64,thin
145,67,fat
153,79,fat
148,48,normal
191,39,thin
161,71,fat
165,40,thin
165,53,normal
135,65,fat
138,70,fat
139,51,fat
126,74,fat
195,78,normal
158,58,normal
195,36,thin
186,70,normal
171,74,normal
193,69,normal
163,42,thin
187,50,thin
145,77,fat
157,75,fat
123,59,fat
170,57,normal
170,77,fat
190,52,thin
178,42,thin
164,71,fat
190,43,thin
191,77,normal
199,65,thin
143,59,fat
156,79,fat
171,57,normal
161,55,normal
125,73,fat
120,61,fat
169,73,fat
140,79,fat
183,38,thin
149,52,normal
156,44,thin
140,57,fat
124,48,fat
140,77,fat
199,44,thin
181,47,thin
152,64,fat
194,35,thin
146,78,fat
172,66,normal
182,75,normal
162,54,normal
190,61,thin
143,72,fat
144,74,fat
157,45,thin
155,49,normal
135,46,normal
197,61,thin
182,54,thin
166,65,normal
138,41,normal
197,42,thin
176,62,normal
170,35,thin
194,69,thin
193,41,thin
138,45,normal
181,74,normal
149,59,fat
183,45,thin
124,55,fat
174,40,thin
126,41,fat
192,70,normal
136,79,fat
143,63,fat
153,60,fat
199,69,thin
191,39,thin
160,46,thin
196,59,thin
179,64,normal
198,48,thin
179,79,normal
140,78,fat
121,57,fat
158,42,thin
163,68,fat
133,42,normal
164,71,fat
129,67,fat
150,48,normal
172,60,normal
147,76,fat
136,45,normal
152,37,thin
168,45,thin
150,61,fat
163,40,thin
182,43,thin
161,53,normal
135,76,fat
184,77,normal
174,73,normal
178,54,thin
129,72,fat
140,65,fat
185,47,thin
184,53,thin
170,37,thin
136,62,fat
149,54,normal
156,75,fat
174,80,fat
183,68,normal
154,36,thin
147,49,normal
155,77,fat
149,40,thin
192,39,thin
164,54,normal
120,59,fat
187,73,normal
138,44,normal
175,49,thin
148,42,normal
177,74,normal
124,46,fat
187,43,thin
140,71,fat
187,67,normal
126,49,fat
192,44,thin
196,57,thin
121,77,fat
179,48,thin
166,35,thin
139,44,normal
152,48,normal
132,65,fat
133,67,fat
157,52,normal
189,50,thin
175,61,normal
199,55,thin
145,75,fat
198,62,thin
141,59,fat
132,79,fat
138,47,normal
145,60,fat
184,36,thin
181,57,thin
187,70,normal
122,53,fat
168,58,normal
130,54,fat
154,68,fat
163,79,fat
162,48,thin
147,71,fat
169,50,thin
157,44,thin
145,57,fat
128,71,fat
175,66,normal
188,76,normal
188,74,normal
156,37,thin
196,35,thin
194,47,thin
137,41,normal
143,41,normal
136,78,fat
128,64,fat
179,55,thin
132,62,fat
127,40,normal
196,42,thin
135,62,fat
157,63,fat
182,50,thin
141,45,normal
193,48,thin
197,57,thin
169,57,normal
158,63,normal
184,79,normal
147,39,thin
140,51,fat
139,76,fat
190,50,thin
197,65,thin
169,60,normal
182,57,thin
182,61,thin
188,70,normal
122,40,fat
144,45,normal
135,67,fat
164,79,fat
151,72,fat
139,66,fat
126,49,fat
187,78,normal
200,76,normal
126,61,fat
147,44,normal
161,65,normal
138,50,fat
143,43,normal
153,64,fat
162,37,thin
162,63,normal
146,41,normal
189,61,thin
133,73,fat
198,44,thin
148,75,fat
164,51,normal
180,41,thin
172,77,fat
191,52,thin
197,68,thin
144,62,fat
123,60,fat
191,64,thin
131,46,fat
194,59,thin
194,65,thin
164,69,fat
124,55,fat
162,50,normal
160,69,fat
149,48,normal
187,78,normal
196,73,normal
174,43,thin
175,73,normal
168,47,thin
163,54,normal
200,41,thin
199,71,thin
127,52,fat
133,39,normal
176,58,normal
187,39,thin
146,45,normal
140,72,fat
178,52,thin
185,69,normal
187,62,thin
182,37,thin
135,53,fat
191,68,normal
170,37,thin
168,49,thin
158,47,normal
143,39,normal
136,62,fat
193,61,thin
198,49,thin
176,72,normal
170,37,thin
186,73,normal
199,73,thin
197,42,thin
139,75,fat
182,79,normal
140,54,fat
170,42,thin
147,54,normal
136,77,fat
174,44,thin
133,47,fat
169,42,thin
181,53,thin
176,53,thin
159,37,thin
195,45,thin
177,76,normal
136,51,fat
144,61,fat
124,71,fat
153,42,thin
122,46,fat
189,40,thin
121,49,fat
138,77,fat
153,46,normal
142,57,fat
130,75,fat
148,71,fat
175,55,thin
126,65,fat
130,78,fat
177,39,thin
175,51,thin
165,57,normal
170,62,normal
169,53,normal
146,43,normal
161,36,thin
176,60,normal
176,66,normal
176,46,thin
135,56,fat
179,51,thin
191,49,thin
135,40,normal
198,69,thin
188,44,thin
188,50,thin
177,68,normal
187,65,normal
150,38,thin
129,77,fat
128,49,fat
172,66,normal
160,39,thin
154,45,normal
197,54,thin
127,75,fat
192,79,normal
179,72,normal
125,51,fat
132,56,fat
144,35,thin
168,54,normal
135,71,fat
193,70,normal
134,46,fat
169,68,normal
200,66,thin
176,69,normal
133,80,fat
145,73,fat
172,65,normal
180,46,thin
164,44,thin
186,46,thin
175,72,normal
164,47,thin
154,38,thin
125,41,fat
149,68,fat
155,61,normal
185,53,thin
164,40,thin
191,64,thin
172,63,normal
123,68,fat
166,46,thin
165,44,thin
124,70,fat
194,57,thin
167,54,normal
137,57,fat
149,66,fat
163,70,fat
181,77,normal
184,61,thin
134,79,fat
121,58,fat
126,44,fat
186,79,normal
172,79,fat
176,54,thin
142,56,fat
121,52,fat
120,64,fat
194,63,thin
158,77,fat
134,77,fat
148,60,fat
147,51,normal
171,61,normal
145,69,fat
120,64,fat
140,73,fat
178,74,normal
161,78,fat
152,42,thin
142,54,fat
171,37,thin
177,41,thin
136,56,fat
173,51,thin
157,80,fat
177,76,normal
143,67,fat
173,52,thin
153,53,normal
169,77,fat
198,70,thin
154,40,thin
180,49,thin
195,61,thin
193,50,thin
123,42,fat
192,42,thin
190,49,thin
157,57,normal
157,51,normal
175,55,thin
154,57,normal
192,38,thin
179,53,thin
184,70,normal
173,60,normal
192,49,thin
149,38,thin
196,43,thin
189,39,thin
172,63,normal
148,68,fat
180,43,thin
122,58,fat
185,47,thin
171,77,fat
122,70,fat
184,36,thin
161,71,fat
184,55,thin
150,43,normal
183,44,thin
156,49,normal
187,47,thin
163,39,thin
182,41,thin
170,52,thin
127,73,fat
189,60,thin
169,77,fat
197,79,normal
199,52,thin
179,52,thin
188,46,thin
171,60,normal
141,54,fat
189,67,normal
123,71,fat
195,78,normal
148,61,fat
193,71,normal
160,39,thin
149,40,thin
174,79,fat
151,50,normal
130,55,fat
125,41,fat
153,71,fat
148,67,fat
146,60,fat
143,64,fat
178,69,normal
191,58,thin
150,37,thin
135,50,fat
141,47,normal
154,79,fat
193,64,thin
157,76,fat
196,44,thin
178,45,thin
194,50,thin
133,40,normal
151,79,fat
124,47,fat
151,72,fat
124,74,fat
133,54,fat
169,52,thin
194,44,thin
175,45,thin
120,51,fat
145,66,fat
181,74,normal
169,53,normal
159,54,normal
151,41,thin
192,36,thin
166,36,thin
144,42,normal
134,36,normal
199,72,thin
153,76,fat
191,58,thin
161,78,fat
177,69,normal
154,67,fat
132,50,fat
177,79,normal
136,69,fat
152,58,normal
151,51,normal
129,38,normal
192,79,normal
200,65,thin
120,65,fat
158,69,fat
197,57,thin
152,55,normal
179,74,normal
196,72,normal
159,53,normal
123,61,fat
134,46,fat
185,41,thin
136,54,fat
135,39,normal
180,44,thin
193,79,normal
144,43,normal
134,45,normal
145,45,normal
194,39,thin
163,50,normal
146,80,fat
193,35,thin
180,79,normal
150,68,fat
139,59,fat
178,57,thin
135,70,fat
164,77,fat
180,50,thin
162,63,normal
120,43,fat
181,54,thin
186,56,thin
186,39,thin
155,74,fat
162,36,thin
137,51,fat
136,46,normal
157,80,fat
182,57,thin
138,35,thin
160,64,normal
145,60,fat
174,72,normal
165,49,thin
193,65,thin
198,40,thin
121,51,fat
139,72,fat
165,65,normal
173,39,thin
177,40,thin
168,54,normal
147,57,fat
150,62,fat
152,73,fat
158,61,normal
151,51,normal
194,46,thin
167,36,thin
187,46,thin
190,37,thin
176,47,thin
199,77,normal
188,70,normal
147,49,normal
124,73,fat
191,37,thin
140,46,normal
164,79,fat
165,44,thin
162,72,fat
166,51,normal
199,53,thin
188,62,thin
191,58,thin
136,39,normal
198,43,thin
187,51,thin
177,57,thin
122,57,fat
165,65,normal
147,47,normal
165,76,fat
153,41,thin
145,64,fat
133,65,fat
149,39,thin
137,38,normal
181,43,thin
187,63,thin
135,79,fat
124,52,fat
131,40,normal
171,54,thin
189,77,normal
176,69,normal
166,51,normal
130,56,fat
172,50,thin
181,48,thin
160,40,thin
147,67,fat
196,78,normal
162,47,thin
190,57,thin
137,50,fat
188,46,thin
200,39,thin
135,57,fat
196,71,thin
185,54,thin
167,74,fat
131,62,fat
158,74,fat
129,80,fat
128,79,fat
135,38,normal
164,50,normal
161,46,thin
151,40,thin
124,57,fat
154,47,normal
198,64,thin
156,78,fat
186,69,normal
138,65,fat
123,55,fat
181,73,normal
156,60,normal
149,44,normal
154,48,normal
167,41,thin
147,77,fat
131,58,fat
178,78,normal
184,72,normal
180,65,normal
139,48,normal
148,79,fat
198,62,thin
199,69,thin
149,54,normal
157,53,normal
161,38,thin
198,35,thin
148,59,fat
140,48,normal
146,73,fat
129,77,fat
182,76,normal
157,37,thin
199,41,thin
156,56,normal
190,49,thin
153,47,normal
152,69,fat
140,44,normal
149,71,fat
155,70,fat
174,66,normal
176,77,normal
135,54,fat
154,46,normal
141,67,fat
137,37,normal
126,49,fat
197,55,thin
167,52,normal
151,46,normal
175,50,thin
144,72,fat
187,57,thin
178,70,normal
151,64,fat
161,61,normal
124,55,fat
175,49,thin
138,66,fat
137,37,normal
140,72,fat
181,42,thin
174,68,normal
133,44,normal
170,78,fat
169,77,fat
177,42,thin
153,62,fat
129,74,fat
138,67,fat
130,66,fat
168,79,fat
150,52,normal
183,76,normal
176,59,normal
133,46,fat
120,51,fat
162,43,thin
136,74,fat
123,41,fat
185,66,normal
165,72,fat
159,42,thin
147,66,fat
194,62,thin
167,38,thin
149,64,fat
197,75,normal
146,74,fat
124,80,fat
170,61,normal
164,67,normal
150,77,fat
169,56,normal
188,45,thin
193,57,thin
173,59,normal
190,41,thin
197,63,thin
168,67,normal
179,44,thin
156,72,fat
184,39,thin
192,54,thin
195,42,thin
193,49,thin
166,47,thin
173,78,fat
179,64,normal
132,71,fat
163,41,thin
157,35,thin
137,40,normal
181,36,thin
132,36,normal
180,61,normal
166,76,fat
199,49,thin
195,61,thin
160,38,thin
148,79,fat
125,41,fat
181,58,thin
126,79,fat
143,57,fat
164,60,normal
160,70,fat
131,46,fat
143,37,thin
154,71,fat
146,68,fat
183,57,thin
195,52,thin
153,79,fat
185,71,normal
120,51,fat
138,47,normal
137,76,fat
137,40,normal
161,79,fat
179,60,normal
158,38,thin
169,52,thin
123,50,fat
141,35,thin
125,54,fat
200,69,thin
200,71,thin
181,58,thin
165,37,thin
158,64,fat
200,41,thin
199,42,thin
192,75,normal
172,54,thin
127,65,fat
144,51,normal
150,74,fat
139,77,fat
182,58,thin
200,77,normal
137,45,normal
171,37,thin
131,35,normal
140,75,fat
172,73,normal
120,57,fat
183,35,thin
192,39,thin
138,55,fat
157,78,fat
143,65,fat
171,67,normal
191,79,normal
127,71,fat
180,52,thin
187,65,normal
181,39,thin
153,65,fat
162,52,normal
120,79,fat
162,78,fat
186,58,thin
121,59,fat
144,51,normal
134,38,normal
146,74,fat
185,45,thin
185,69,normal
169,39,thin
123,71,fat
156,42,thin
143,57,fat
141,78,fat
135,46,normal
195,56,thin
145,49,normal
190,35,thin
161,49,normal
200,65,thin
156,63,fat
126,43,fat
168,80,fat
150,46,normal
143,41,normal
159,40,thin
182,56,thin
188,43,thin
194,61,thin
176,35,thin
149,77,fat
126,53,fat
170,40,thin
137,44,normal
164,62,normal
198,36,thin
168,76,fat
148,78,fat
180,59,thin
167,44,thin
154,75,fat
138,42,normal
